Sl_No,Proposal,File_No,State,District,Tehsil,Date_1,Date_2,Category,Company,Status
124,SIA/OR/MIS/19515/2017,19515/17-MIS/06-2017,Orissa,Sundargarh,Sundargarh,Date of Submission : 05 Jun 2017,Date of TOR Granted : 22 Aug 2017,INFRA-2,MEDIAID MARKETING SERVICES,TOR Granted
125,SIA/OR/IND2/19519/2017,To be assigned,Orissa,Ganjam,Chhatrapur,Date of Submission : 16 Jun 2017,No Date,Industrial Projects - 2,MAIN OUT STILL LIQUOR SHOP KERANDITOLA,Delisted
126,SIA/OR/MIN/18653/2017,18653/1807-NCM/03-2017,Orissa,Cuttack,Barang,Date of Submission : 01 Mar 2017,No Date,Non-Coal Mining,AMAN SETHI,Rejection Letter Granted
127,SIA/OR/MIN/54830/2020,54830/25-MINB1/08-2020,Orissa,Cuttack,Cuttack Sadar,Date of Submission : 23 Aug 2020,Date of TOR Granted : 01 Jan 1900,Non-Coal Mining,TAHASILDAR SADAR CUTTACK,TOR Granted
128,SIA/OR/MIN/54793/2020,To be assigned,Orissa,Balasore,Jaleswar,Date of Submission : 12 Mar 2021,No Date,Non-Coal Mining,SOUMYADIP CHAKRABARTY,Delisted
129,SIA/OR/IND2/21205/2017,21205/66-IND2/11-2017,Orissa,Rayagada,Gunupur,Date of Submission : 29 Nov 2017,No Date,Industrial Projects - 2,SANJAAY KUMAR SAHU,MoveToTORtoEC
130,SIA/OR/IND2/21206/2017,21206/67-IND2/11-2017,Orissa,Rayagada,Padmapur,Date of Submission : 29 Nov 2017,No Date,Industrial Projects - 2,SANJAAY KUMAR SAHU,MoveToTORtoEC
131,SIA/OR/MIN/21181/2017,21181/1934-NCM/11-2017,Orissa,Dhenkanal,Hindol,Date of Submission : 29 Nov 2017,Date of TOR Granted : 15 Feb 2018,Non-Coal Mining,JANARDAN DALABEHERA,TOR Granted
132,SIA/OR/IND2/21722/2018,21722/100-IND2/01-2018,Orissa,Rayagada,Rayagada,Date of Submission : 24 Jan 2018,No Date,Industrial Projects - 2,MS SHIW PRASAD SAHU AND SONS,MoveToTORtoEC
133,SIA/OR/IND2/22302/2018,22302/381-IND2/04-2018,Orissa,Sambalpur,Sadar,Date of Submission : 20 Apr 2018,No Date,Industrial Projects - 2,MD. Q. ZAMAN & MD. MOOSA WARSI,MoveToTORtoEC
134,SIA/OR/IND2/22303/2018,22303/197-IND2/03-2018,Orissa,Sambalpur,Charamal,Date of Submission : 10 Mar 2018,No Date,Industrial Projects - 2,MD. Q. ZAMAN & MD. MOOSA WARSI,MoveToTORtoEC
135,SIA/OR/MIN/57607/2020,57607/41-MINB1/10-2020,Orissa,Kendujhar,Barbil,Date of Submission : 10 Dec 2020,Date of TOR Granted : 05 Apr 2021,Non-Coal Mining,NARBHERAM POWER AND STEEL PRIVATE LIMITED,TOR Granted
136,SIA/OR/MIN/52551/2020,To be assigned,Orissa,Jajpur,Dharmasala,Date of Submission : 19 Mar 2020,No Date,Non-Coal Mining,DHARMASALA TAHASIL,Delisted
137,SIA/OR/IND2/21151/2017,21151/62-IND2/11-2017,Orissa,Ganjam,Kodala,Date of Submission : 24 Nov 2017,No Date,Industrial Projects - 2,SUSSAMA PANIGRAHI,MoveToTORtoEC
138,SIA/OR/IND2/22149/2018,22149/184-IND2/02-2018,Orissa,Bargarh,Jharabandha,Date of Submission : 21 Feb 2018,No Date,Industrial Projects - 2,PRABHASH KUMAR SAHU,MoveToTORtoEC
139,SIA/OR/IND2/21709/2018,21709/93-IND2/01-2018,Orissa,Rayagada,Gunupur,Date of Submission : 19 Jan 2018,No Date,Industrial Projects - 2,LADI ESWAR RAO,MoveToTORtoEC
140,SIA/OR/IND2/21712/2018,21712/94-IND2/01-2018,Orissa,Nabarangpur,Kodinga,Date of Submission : 20 Jan 2018,No Date,Industrial Projects - 2,LALKU PRASAD SAHU,MoveToTORtoEC
141,SIA/OR/IND2/21627/2018,21627/81-IND2/01-2018,Orissa,Koraput,Koraput,Date of Submission : 13 Jan 2018,No Date,Industrial Projects - 2,MS LAXMI NARAYAN MAN MOHAN LAL,MoveToTORtoEC
142,SIA/OR/IND2/21628/2018,21628/82-IND2/01-2018,Orissa,Koraput,Nandapur,Date of Submission : 13 Jan 2018,No Date,Industrial Projects - 2,MS LAXMI NARAYAN MAN MOHAN LAL,MoveToTORtoEC
143,SIA/OR/IND2/21629/2018,21629/83-IND2/01-2018,Orissa,Koraput,Kundura,Date of Submission : 13 Jan 2018,No Date,Industrial Projects - 2,DILLIP KUMAR GUPTA,MoveToTORtoEC
144,SIA/OR/IND2/22174/2018,22174/189-IND2/02-2018,Orissa,Kalahandi,Thuamul Rampur,Date of Submission : 25 Feb 2018,No Date,Industrial Projects - 2,SHYAM PRASAD SAHU,MoveToTORtoEC
145,SIA/OR/MIN/53208/2020,53208/25-MINB1/05-2020,Orissa,Sundargarh,Biramitrapur,Date of Submission : 21 May 2020,Date of TOR Granted : 01 Jan 1900,Non-Coal Mining,M/S R.V ENTERPRISERS PVT LTD,TOR Granted
146,SIA/OR/MIN/53213/2020,53213/15-MINB1/05-2020,Orissa,Cuttack,Barang,Date of Submission : 19 May 2020,No Date,Non-Coal Mining,MRS. SUKANTI SAHOO,Delisted
147,SIA/OR/MIN/53222/2020,53222/17-MINB1/05-2020,Orissa,Cuttack,Banki,Date of Submission : 25 May 2020,No Date,Non-Coal Mining,ABHISEK MOHANTY.,Delisted
148,SIA/OR/IND/54041/2020,54041/11-IND/06-2020,Orissa,Sundargarh,Koida,Date of Submission : 26 Jun 2020,Date of TOR Granted : 01 Jan 1900,Industrial Projects - 1,LAVANYABTI MINERALS PRIVATE LIMITED,TOR Granted
149,SIA/OR/IND2/21651/2018,21651/103-IND2/01-2018,Orissa,Balangir,Balangir,Date of Submission : 24 Jan 2018,No Date,Industrial Projects - 2,SANJAAY KUMAR SAHU,MoveToTORtoEC
150,SIA/OR/IND2/21652/2018,21652/88-IND2/01-2018,Orissa,Balangir,Patnagarh,Date of Submission : 16 Jan 2018,No Date,Industrial Projects - 2,SANJAAY KUMAR SAHU,MoveToTORtoEC
151,SIA/OR/IND2/21653/2018,21653/89-IND2/01-2018,Orissa,Balangir,Belpara,Date of Submission : 16 Jan 2018,No Date,Industrial Projects - 2,SANJAAY KUMAR SAHU,MoveToTORtoEC
152,SIA/OR/IND/21592/2018,21592/35-IND/01-2018,Orissa,Cuttack,Tangi,Date of Submission : 10 Jan 2018,Date of TOR Granted : 23 Apr 2018,Industrial Projects - 1,OCL INDIA LIMITED,TOR Granted
153,SIA/OR/MIN/54734/2020,To be assigned,Orissa,Koraput,Lakshmipur,Date of Submission : 15 Jul 2020,No Date,Non-Coal Mining,TAHASILDAR LAXMIPUR,Delisted
154,SIA/OR/MIN/54735/2020,To be assigned,Orissa,Koraput,Lakshmipur,Date of Submission : 15 Jul 2020,No Date,Non-Coal Mining,TAHASILDAR LAXMIPUR,Delisted
155,SIA/OR/MIN/54745/2020,54745/30-MINB1/08-2020,Orissa,Cuttack,Cuttack Sadar,Date of Submission : 23 Aug 2020,Date of TOR Granted : 01 Jan 1900,Non-Coal Mining,TAHASILDAR SADAR CUTTACK,TOR Granted
156,SIA/OR/IND2/22306/2018,22306/198-IND2/03-2018,Orissa,Sambalpur,Jujomura,Date of Submission : 10 Mar 2018,No Date,Industrial Projects - 2,MD. Q. ZAMAN & MD. MOOSA WARSI,MoveToTORtoEC
157,SIA/OR/IND2/22314/2018,22314/201-IND2/03-2018,Orissa,Sambalpur,Sasan,Date of Submission : 10 Mar 2018,No Date,Industrial Projects - 2,MD. Q. ZAMAN & MD. MOOSA WARSI,MoveToTORtoEC
158,SIA/OR/IND2/22319/2018,22319/203-IND2/03-2018,Orissa,Sambalpur,Rairakhol,Date of Submission : 12 Mar 2018,No Date,Industrial Projects - 2,MD. Q. ZAMAN & MD. MOOSA WARSI,MoveToTORtoEC
159,SIA/OR/MIN/19243/2017,19243/1839-NCM/04-2017,Orissa,Ganjam,Patapur,Date of Submission : 26 Apr 2017,Date of TOR Granted : 13 Jul 2017,Non-Coal Mining,PALASPUR SAND QUARRY,TOR Granted
160,SIA/OR/MIN/4912/2015,SEIAA/4912/886-NCM/12-2015,Orissa,Debagarh,Reamal,Date of Submission : 06 Dec 2015,No Date,Non-Coal Mining,SRI DURGA CONDEV PVT LTD,Delisted
161,SIA/OR/MIN/4914/2015,SEIAA/4914/890-NCM/12-2015,Orissa,Kendujhar,Telkoi,Date of Submission : 06 Dec 2015,No Date,Non-Coal Mining,MAA TARINI MINING SERVICES,Delisted
162,SIA/OR/MIN/4938/2015,4938/1151-NCM/01-2016,Orissa,Mayurbhanj,Bisoi,Date of Submission : 15 Jan 2016,No Date,Non-Coal Mining,RALIBANDHA STONE QUARRY,Delisted
163,SIA/OR/MIN/4950/2015,SEIAA/4950/898-NCM/12-2015,Orissa,Rayagada,Rayagada,Date of Submission : 07 Dec 2015,Date of TOR Granted : 30 Jan 2016,Non-Coal Mining,MSRB VARMA,TOR Granted - Processed offline
164,SIA/OR/MIN/4951/2015,SEIAA/4951/897-NCM/12-2015,Orissa,Mayurbhanj,Karanjia,Date of Submission : 07 Dec 2015,Date of TOR Granted : 30 Jan 2016,Non-Coal Mining,HARISH CHANDRA SAHA,TOR Granted - Processed offline
165,SIA/OR/MIN/4952/2015,SEIAA/4952/899-NCM/12-2015,Orissa,Angul,Palalahada,Date of Submission : 07 Dec 2015,Date of TOR Granted : 30 Jan 2016,Non-Coal Mining,MS UTKAL HIGHWAYS,TOR Granted - Processed offline
166,SIA/OR/MIN/57724/2020,To be assigned,Orissa,Sundargarh,Koida,Date of Submission : 23 Oct 2020,No Date,Non-Coal Mining,P M GRANITE EXPORT PVT LTD,Delisted
167,SIA/OR/MIN/57719/2020,57719/41-MINB1/10-2020,Orissa,Ganjam,Digapahandi,Date of Submission : 23 Oct 2020,Date of TOR Granted : 21 Dec 2020,Non-Coal Mining,M/S. PREMEX,TOR Granted
168,SIA/OR/MIN/57727/2020,57727/42-MINB1/10-2020,Orissa,Ganjam,Chhatrapur,Date of Submission : 23 Oct 2020,Date of TOR Granted : 21 Dec 2020,Non-Coal Mining,M/S PREMEX,TOR Granted
169,SIA/OR/IND2/25506/2018,25506/377-IND2/04-2018,Orissa,Kalahandi,Junagarh,Date of Submission : 14 Apr 2018,No Date,Industrial Projects - 2,SHYAM PRASAD SAHU,MoveToTORtoEC
170,SIA/OR/MIN/54796/2020,54796/29-MINB1/08-2020,Orissa,Cuttack,Cuttack Sadar,Date of Submission : 23 Aug 2020,Date of TOR Granted : 01 Jan 1900,Non-Coal Mining,TAHASILDAR SADAR CUTTACK,TOR Granted
171,SIA/OR/IND2/22566/2018,22566/244-IND2/03-2018,Orissa,Sambalpur,Kochinda,Date of Submission : 22 Mar 2018,No Date,Industrial Projects - 2,DINESH PR SAHU,MoveToTORtoEC
172,SIA/OR/IND2/22570/2018,22570/266-IND2/03-2018,Orissa,Sambalpur,Kochinda,Date of Submission : 26 Mar 2018,No Date,Industrial Projects - 2,DINESH PR SAHU,MoveToTORtoEC
173,SIA/OR/MIN/18092/2016,18092/1768-NCM/12-2016,Orissa,Sonapur,Biramaharajpur,Date of Submission : 30 Dec 2016,Date of TOR Granted : 10 Mar 2017,Non-Coal Mining,HARIHAR,TOR Granted
174,SIA/OR/MIN/18105/2016,18105/1776-NCM/01-2017,Orissa,Kalahandi,Madanpur Rampur,Date of Submission : 10 Jan 2017,Date of TOR Granted : 10 Mar 2017,Non-Coal Mining,MUKESH AGRAWAL,TOR Granted
175,SIA/OR/MIN/18106/2016,18106/1774-NCM/01-2017,Orissa,Kalahandi,Madanpur Rampur,Date of Submission : 07 Jan 2017,No Date,Non-Coal Mining,MUKESH AGRAWAL,Rejection Letter Granted
176,SIA/OR/MIN/18037/2016,To be assigned,Orissa,Kendujhar,Anandapur,Date of Submission : 02 Jan 2017,No Date,Non-Coal Mining,SRI BAIDHAR PAHI,Delisted
177,SIA/OR/MIN/9437/2016,9437/1238-NCM/01-2016,Orissa,Kalahandi,Kesinga,Date of Submission : 20 Jan 2016,Date of TOR Granted : 27 Jan 2017,Non-Coal Mining,BED PRAKASH DAS,TOR Granted
178,SIA/OR/MIN/18198/2017,To be assigned,Orissa,Kendujhar,Nandipada,Date of Submission : 09 Jan 2017,No Date,Non-Coal Mining,BAITARANI RIVER SAND BED AMBO,Delisted
179,SIA/OR/IND2/22670/2018,22670/286-IND2/03-2018,Orissa,Balangir,Titlagarh,Date of Submission : 27 Mar 2018,No Date,Industrial Projects - 2,RITESHSAHU,MoveToTORtoEC
180,SIA/OR/MIN/21661/2018,21661/18-NCMB1/01-2018,Orissa,Kalahandi,Kesinga,Date of Submission : 20 Jan 2018,Date of TOR Granted : 19 Jun 2018,Non-Coal Mining,SANJUKTA JEMS,TOR Granted
181,SIA/OR/MIN/21677/2018,21677/1949-NCM/01-2018,Orissa,Balangir,Titlagarh,Date of Submission : 17 Jan 2018,No Date,Non-Coal Mining,MANOJ KUMAR GOEL,Delisted
182,SIA/OR/MIN/21686/2018,21686/1951-NCM/01-2018,Orissa,Gajapati,Parlakhemundi,Date of Submission : 18 Jan 2018,Date of TOR Granted : 27 Feb 2018,Non-Coal Mining,BALLA MOHAN RAO,TOR Granted
183,SIA/OR/IND2/22393/2018,22393/210-IND2/03-2018,Orissa,Bargarh,Ambabhona,Date of Submission : 17 Mar 2018,Date of TOR Granted : 15 Nov 2018,Industrial Projects - 2,M AHMAD AND I AHMAD,TOR Granted - Processed offline
184,SIA/OR/IND2/22396/2018,22396/233-IND2/03-2018,Orissa,Bargarh,Barapali,Date of Submission : 20 Mar 2018,No Date,Industrial Projects - 2,M AHMAD AND I AHMAD,Rejection Letter Granted
185,SIA/OR/IND2/22397/2018,22397/208-IND2/03-2018,Orissa,Ganjam,Chhatrapur,Date of Submission : 17 Mar 2018,No Date,Industrial Projects - 2,DAMBURUDHAR SAHU,MoveToTORtoEC
186,SIA/OR/IND2/22400/2018,22400/235-IND2/03-2018,Orissa,Ganjam,Buguda,Date of Submission : 21 Mar 2018,No Date,Industrial Projects - 2,SUSANTA KUMAR MAHAPATRA,MoveToTORtoEC
187,SIA/OR/IND2/22404/2018,22404/236-IND2/03-2018,Orissa,Ganjam,Chhatrapur,Date of Submission : 21 Mar 2018,No Date,Industrial Projects - 2,KAILASH MAHAPATRA,MoveToTORtoEC
188,SIA/OR/IND2/22409/2018,22409/211-IND2/03-2018,Orissa,Sundargarh,Baragaon,Date of Submission : 17 Mar 2018,No Date,Industrial Projects - 2,MOIN UDDIN AHMAD,Rejection Letter Granted
189,SIA/OR/IND2/22674/2018,22674/270-IND2/03-2018,Orissa,Mayurbhanj,Bangiriposi,Date of Submission : 26 Mar 2018,No Date,Industrial Projects - 2,RITESHSAHU,Delisted
190,SIA/OR/IND2/22675/2018,22675/376-IND2/04-2018,Orissa,Mayurbhanj,Bangiriposi,Date of Submission : 13 Apr 2018,Date of TOR Granted : 25 Sep 2018,Industrial Projects - 2,RITESHSAHU,TOR Granted - Processed offline
191,SIA/OR/IND2/22676/2018,22676/271-IND2/03-2018,Orissa,Mayurbhanj,Jharpokharia,Date of Submission : 26 Mar 2018,No Date,Industrial Projects - 2,RITESHSAHU,MoveToTORtoEC
192,SIA/OR/IND2/22677/2018,22677/272-IND2/03-2018,Orissa,Mayurbhanj,Thakurmunda,Date of Submission : 26 Mar 2018,No Date,Industrial Projects - 2,RITESHSAHU,Delisted
193,SIA/OR/IND2/21636/2018,21636/85-IND2/01-2018,Orissa,Malkangiri,Orkel,Date of Submission : 14 Jan 2018,No Date,Industrial Projects - 2,V G V S SINHA,MoveToTORtoEC
194,SIA/OR/IND2/21637/2018,21637/86-IND2/01-2018,Orissa,Koraput,Kakiriguma,Date of Submission : 14 Jan 2018,No Date,Industrial Projects - 2,V G V S SINHA,MoveToTORtoEC
195,SIA/OR/IND2/21911/2018,21911/150-IND2/02-2018,Orissa,Nuapada,Komana,Date of Submission : 06 Feb 2018,No Date,Industrial Projects - 2,SHANKARLAL AGRAWAL,MoveToTORtoEC
196,SIA/OR/IND2/21928/2018,21928/169-IND2/02-2018,Orissa,Kalahandi,Madanpur Rampur,Date of Submission : 08 Feb 2018,No Date,Industrial Projects - 2,AMAN RAJ,MoveToTORtoEC
197,SIA/OR/IND2/21929/2018,21929/170-IND2/02-2018,Orissa,Kalahandi,Madanpur Rampur,Date of Submission : 08 Feb 2018,No Date,Industrial Projects - 2,AMAN RAJ,MoveToTORtoEC
198,SIA/OR/IND2/21930/2018,21930/168-IND2/02-2018,Orissa,Kalahandi,Madanpur Rampur,Date of Submission : 08 Feb 2018,No Date,Industrial Projects - 2,AMAN RAJ,MoveToTORtoEC
199,SIA/OR/IND2/21931/2018,21931/167-IND2/02-2018,Orissa,Kalahandi,Madanpur Rampur,Date of Submission : 08 Feb 2018,No Date,Industrial Projects - 2,AMAN RAJ,MoveToTORtoEC
200,SIA/OR/IND2/25663/2018,To be assigned,Orissa,Angul,Banarpal,Date of Submission : 20 Apr 2018,No Date,Industrial Projects - 2,SAHOO BIKRAM KISHOR,Delisted
201,SIA/OR/MIN/5289/2015,5289/1129-NCM/01-2016,Orissa,Mayurbhanj,Bangiriposi,Date of Submission : 11 Jan 2016,No Date,Non-Coal Mining,NIRVAYA KUMAR PALAI,Delisted
202,SIA/OR/MIN/5291/2015,SEIAA/5291/932-NCM/12-2015,Orissa,Jajpur,Dharmasala,Date of Submission : 20 Dec 2015,No Date,Non-Coal Mining,RAHADAPUR STONE QUARRY TEN,Delisted
203,SIA/OR/MIN/5298/2015,SEIAA/5298/935-NCM/12-2015,Orissa,Kandhamal,Baliguda,Date of Submission : 21 Dec 2015,Date of TOR Granted : 30 Jan 2016,Non-Coal Mining,SIMANCHAL ACHARYA,TOR Granted - Processed offline
204,SIA/OR/MIN/5312/2015,SEIAA/5312/936-NCM/12-2015,Orissa,Debagarh,Debagarh,Date of Submission : 21 Dec 2015,No Date,Non-Coal Mining,MAMATA SAHU,Delisted
205,SIA/OR/MIN/5316/2015,SEIAA/5316/940-NCM/12-2015,Orissa,Mayurbhanj,Khunta,Date of Submission : 21 Dec 2015,Date of TOR Granted : 30 Jan 2016,Non-Coal Mining,BIKASH KUMAR AGRAWAL,TOR Granted - Processed offline
206,SIA/OR/MIN/5325/2015,SEIAA/5325/939-NCM/12-2015,Orissa,Debagarh,Debagarh,Date of Submission : 21 Dec 2015,No Date,Non-Coal Mining,BHAGABATI PRASAD JAISWAL,Delisted
207,SIA/OR/MIN/5336/2015,SEIAA/5336/942-NCM/12-2015,Orissa,Kendujhar,Champua,Date of Submission : 21 Dec 2015,Date of TOR Granted : 30 Jan 2016,Non-Coal Mining,GANESH KUMAR SHARMA,TOR Granted - Processed offline
208,SIA/OR/MIN/5337/2015,SEIAA/5337/943-NCM/12-2015,Orissa,Kendujhar,Champua,Date of Submission : 22 Dec 2015,Date of TOR Granted : 21 Apr 2016,Non-Coal Mining,ANANTA CHARAN MAHANTA,TOR Granted - Processed offline
209,SIA/OR/MIN/5376/2015,SEIAA/5376/949-NCM/12-2015,Orissa,Ganjam,Khalikote,Date of Submission : 22 Dec 2015,No Date,Non-Coal Mining,BRUNDABAN SAHU,Delisted
210,SIA/OR/MIN/19799/2017,19799/1891-NCM/07-2017,Orissa,Nuapada,Khariar,Date of Submission : 11 Jul 2017,Date of TOR Granted : 25 Sep 2017,Non-Coal Mining,TAHASILDAR KHARIAR,TOR Granted
211,SIA/OR/IND2/22678/2018,22678/273-IND2/03-2018,Orissa,Mayurbhanj,Barsahi,Date of Submission : 26 Mar 2018,No Date,Industrial Projects - 2,AVINASH ANAND,MoveToTORtoEC
212,SIA/OR/IND2/22682/2018,22682/284-IND2/03-2018,Orissa,Sonapur,Rampur,Date of Submission : 27 Mar 2018,No Date,Industrial Projects - 2,UMA SANKAR PRASAD,MoveToTORtoEC
213,SIA/OR/IND2/22683/2018,22683/285-IND2/03-2018,Orissa,Sonapur,Rampur,Date of Submission : 27 Mar 2018,No Date,Industrial Projects - 2,UMA SANKAR PRASAD,MoveToTORtoEC
214,SIA/OR/IND2/22679/2018,22679/274-IND2/03-2018,Orissa,Boudh,Baudh Sadar,Date of Submission : 26 Mar 2018,No Date,Industrial Projects - 2,AVINASH ANAND,MoveToTORtoEC
215,SIA/OR/IND2/22680/2018,22680/282-IND2/03-2018,Orissa,Sonapur,Rampur,Date of Submission : 27 Mar 2018,No Date,Industrial Projects - 2,UMA SANKAR PRASAD,MoveToTORtoEC
216,SIA/OR/IND2/22681/2018,22681/283-IND2/03-2018,Orissa,Sonapur,Rampur,Date of Submission : 27 Mar 2018,No Date,Industrial Projects - 2,UMA SANKAR PRASAD,MoveToTORtoEC
217,SIA/OR/IND2/22684/2018,22684/275-IND2/03-2018,Orissa,Boudh,Harbhanga,Date of Submission : 27 Mar 2018,No Date,Industrial Projects - 2,RAJESH PRASAD,MoveToTORtoEC
218,SIA/OR/IND2/22685/2018,22685/276-IND2/03-2018,Orissa,Boudh,Baudh Sadar,Date of Submission : 27 Mar 2018,No Date,Industrial Projects - 2,RAJESH PRASAD,MoveToTORtoEC
219,SIA/OR/MIN/58177/2020,58177/103-MINB1/01-2021,Orissa,Sambalpur,Sadar,Date of Submission : 26 Mar 2021,Date of TOR Granted : 08 Jul 2021,Non-Coal Mining,NEERAJ KUMAR AGRAWAL,TOR Granted
220,SIA/OR/NCP/58534/2020,58534/30-MIS/11-2020,Orissa,Khordha,Khordha,Date of Submission : 23 Nov 2020,Date of TOR Granted : 26 Feb 2021,INFRA-1,D.N HOMES PVT. LTD.,TOR Granted
221,SIA/OR/MIN/5699/2015,SEIAA/5699/999-NCM/12-2015,Orissa,Jharsuguda,Jharsuguda,Date of Submission : 28 Dec 2015,Date of TOR Granted : 30 Jan 2016,Non-Coal Mining,NRUPENDRA KUMAR SAI,TOR Granted - Processed offline
222,SIA/OR/MIS/3663/2015,To be assigned,Orissa,Dhenkanal,Kamakshyanagar,Date of Submission : 31 Oct 2015,No Date,INFRA-2,MATHAKARAGOLA ROAD METAL QUARRY,Delisted
223,SIA/OR/MIN/4113/2015,SEIAA/4113/832-NCM/11-2015,Orissa,Jajpur,Dharmasala,Date of Submission : 14 Nov 2015,Date of TOR Granted : 30 Jan 2016,Non-Coal Mining,Jayant Kumar Jena,TOR Granted - Processed offline
224,SIA/OR/MIN/4121/2015,SEIAA/4121/1087-NCM/01-2016,Orissa,Jajpur,Dharmasala,Date of Submission : 08 Jan 2016,Date of TOR Granted : 21 Apr 2016,Non-Coal Mining,PRAHALLAD PATRA,TOR Granted - Processed offline
225,SIA/OR/MIN/4162/2015,SEIAA/4162/830-NCM/11-2015,Orissa,Boudh,Baudh Sadar,Date of Submission : 13 Nov 2015,No Date,Non-Coal Mining,CHAPADHARI MISHRA,Delisted
226,SIA/OR/MIN/4163/2015,SEIAA/4163/831-NCM/11-2015,Orissa,Gajapati,Kashinagara,Date of Submission : 13 Nov 2015,Date of TOR Granted : 17 Apr 2017,Non-Coal Mining,KARIMMI NIRMALA,TOR Granted
227,SIA/OR/MIN/57744/2020,57744/56-NCMB1/10-2020,Orissa,Sundargarh,Koida,Date of Submission : 06 Apr 2021,Date of TOR Granted : 01 Sep 2021,Non-Coal Mining,BHANJAPALLI IRON ORE MINES,TOR Granted
228,SIA/OR/IND2/21574/2018,21574/68-IND2/01-2018,Orissa,Kalahandi,Kesinga,Date of Submission : 10 Jan 2018,No Date,Industrial Projects - 2,DURGA PRASAD SAHU,Delisted
229,SIA/OR/IND2/21579/2018,21579/69-IND2/01-2018,Orissa,Kalahandi,Dharamgarh,Date of Submission : 10 Jan 2018,No Date,Industrial Projects - 2,LAXMI NARAYAN MANMOHNLAL,Delisted
230,SIA/OR/IND2/22686/2018,22686/277-IND2/03-2018,Orissa,Boudh,Harbhanga,Date of Submission : 27 Mar 2018,No Date,Industrial Projects - 2,RAJESH PRASAD,MoveToTORtoEC
231,SIA/OR/IND2/22687/2018,22687/278-IND2/03-2018,Orissa,Boudh,Baudh Sadar,Date of Submission : 27 Mar 2018,No Date,Industrial Projects - 2,RAJOO PRASAD,MoveToTORtoEC
232,SIA/OR/IND2/22688/2018,22688/280-IND2/03-2018,Orissa,Boudh,Harbhanga,Date of Submission : 27 Mar 2018,No Date,Industrial Projects - 2,RAJOO PRASAD,MoveToTORtoEC
233,SIA/OR/IND2/22689/2018,22689/281-IND2/03-2018,Orissa,Boudh,Kantamal,Date of Submission : 27 Mar 2018,No Date,Industrial Projects - 2,RAJOO PRASAD,MoveToTORtoEC
234,SIA/OR/IND2/22690/2018,22690/279-IND2/03-2018,Orissa,Boudh,Baudh Sadar,Date of Submission : 27 Mar 2018,No Date,Industrial Projects - 2,RAJOO PRASAD,MoveToTORtoEC
235,SIA/OR/IND2/22700/2018,22700/290-IND2/03-2018,Orissa,Balangir,Balangir,Date of Submission : 27 Mar 2018,No Date,Industrial Projects - 2,ANIL KUMAR SAHU AND RAM MURTY PRASAD,MoveToTORtoEC
236,SIA/OR/MIN/4166/2015,SEIAA/4166/1086-NCM/01-2016,Orissa,Jajpur,Dharmasala,Date of Submission : 08 Jan 2016,Date of TOR Granted : 21 Apr 2016,Non-Coal Mining,Jayant Kumar Jena,TOR Granted - Processed offline
237,SIA/OR/IND2/22613/2018,22613/251-IND2/03-2018,Orissa,Jharsuguda,Lakhanpur,Date of Submission : 25 Mar 2018,No Date,Industrial Projects - 2,GOPAL PRASAD SAHU,Delisted
238,SIA/OR/IND2/22614/2018,22614/252-IND2/03-2018,Orissa,Jharsuguda,Jharsuguda,Date of Submission : 25 Mar 2018,No Date,Industrial Projects - 2,GOPAL PRASAD SAHU,Rejected - Processed offline
239,SIA/OR/IND2/22617/2018,22617/253-IND2/03-2018,Orissa,Jharsuguda,Lakhanpur,Date of Submission : 25 Mar 2018,No Date,Industrial Projects - 2,GOPAL PRASAD SAHU,Rejected - Processed offline
240,SIA/OR/IND2/22475/2018,22475/230-IND2/03-2018,Orissa,Sambalpur,Sadar,Date of Submission : 19 Mar 2018,No Date,Industrial Projects - 2,KP SAHU AND DP SAHU,MoveToTORtoEC
241,SIA/OR/MIN/9659/2016,9659/1382-NCM/02-2016,Orissa,Dhenkanal,Motunga,Date of Submission : 02 Feb 2016,No Date,Non-Coal Mining,BACHURIBANK ROAD METAL QUARRY,Delisted
242,SIA/OR/MIN/9692/2016,9692/1665-NCM/05-2016,Orissa,Jharsuguda,Kolabira,Date of Submission : 12 May 2016,Date of TOR Granted : 13 Feb 2017,Non-Coal Mining,RSGIS,TOR Granted
243,SIA/OR/MIN/9695/2016,9695/1309-NCM/01-2016,Orissa,Rayagada,Rayagada,Date of Submission : 28 Jan 2016,Date of TOR Granted : 14 Feb 2016,Non-Coal Mining,SANTOSH KUMAR HIMIRIKA,TOR Granted - Processed offline
244,SIA/OR/MIN/9699/2016,9699/1311-NCM/01-2016,Orissa,Rayagada,Rayagada,Date of Submission : 28 Jan 2016,Date of TOR Granted : 25 Jun 2016,Non-Coal Mining,JANI VENKAT RAO,TOR Granted - Processed offline
245,SIA/OR/IND2/25625/2018,25625/384-IND2/04-2018,Orissa,Kendujhar,Nandipada,Date of Submission : 20 Apr 2018,No Date,Industrial Projects - 2,INDUDEVI GUPTA,MoveToTORtoEC
246,SIA/OR/MIN/4602/2015,To be assigned,Orissa,Malkangiri,Malkangiri,Date of Submission : 26 Nov 2015,No Date,Non-Coal Mining,CHIDUPALLI RIVER SAND BED,Delisted
247,SIA/OR/MIN/4611/2015,To be assigned,Orissa,Malkangiri,Chitrakonda,Date of Submission : 17 Mar 2016,No Date,Non-Coal Mining,KAMWADA STONE QUARRY,Delisted
